"업종코드별","BSI코드별","시점","기업경기조사(전망)",
"중화학공업","매출전망BSI 2)","2024.08 월","87",
"중화학공업","매출전망BSI 2)","2024.09 월","87",
"중화학공업","매출전망BSI 2)","2024.10 월","84",
"중화학공업","매출전망BSI 2)","2024.11 월","79",
"중화학공업","매출전망BSI 2)","2024.12 월","81",
"중화학공업","매출전망BSI 2)","2025.01 월","73",
"중화학공업","매출전망BSI 2)","2025.02 월","77",
"중화학공업","매출전망BSI 2)","2025.03 월","81",
"중화학공업","매출전망BSI 2)","2025.04 월","80",
"중화학공업","매출전망BSI 2)","2025.05 월","83",
"중화학공업","매출전망BSI 2)","2025.06 월","88",
"중화학공업","매출전망BSI 2)","2025.07 월","82",
"중화학공업","매출전망BSI 2)","2025.08 월","79",
"중화학공업","매출전망BSI 2)","2025.09 월","85",
"중화학공업","매출전망BSI 2)","2025.10 월","78",
"중화학공업","매출전망BSI 2)","2025.11 월","82",
"중화학공업","매출전망BSI 2)","2025.12 월","83",
"중화학공업","매출전망BSI 2)","2026.01 월","83",
"중화학공업","매출전망BSI 2)","2026.02 월","84",
"중화학공업","매출전망BSI 2)","2026.03 월","91",
"중화학공업","매출전망BSI 2)","2026.04 월","84",
"중화학공업","매출전망BSI 2)","2026.05 월","89",
"중화학공업","매출전망BSI 2)","2026.06 월","95",
"중화학공업","매출전망BSI 2)","2026.07 월","95",
"중화학공업","매출전망BSI 2)","2026.08 월","97",
"중화학공업","수출전망BSI 2)","2003.02 월","99",
"중화학공업","수출전망BSI 2)","2003.03 월","102",
"중화학공업","수출전망BSI 2)","2003.04 월","92",
"중화학공업","수출전망BSI 2)","2003.05 월","101",
"중화학공업","수출전망BSI 2)","2003.06 월","92",
"중화학공업","수출전망BSI 2)","2003.07 월","89",
"중화학공업","수출전망BSI 2)","2003.08 월","89",
"중화학공업","수출전망BSI 2)","2003.09 월","96",
"중화학공업","수출전망BSI 2)","2003.10 월","99",
"중화학공업","수출전망BSI 2)","2003.11 월","101",
"중화학공업","수출전망BSI 2)","2003.12 월","102",
"중화학공업","수출전망BSI 2)","2004.01 월","109",
"중화학공업","수출전망BSI 2)","2004.02 월","110",
"중화학공업","수출전망BSI 2)","2004.03 월","112",
"중화학공업","수출전망BSI 2)","2004.04 월","114",
"중화학공업","수출전망BSI 2)","2004.05 월","118",
"중화학공업","수출전망BSI 2)","2004.06 월","108",
"중화학공업","수출전망BSI 2)","2004.07 월","107",
"중화학공업","수출전망BSI 2)","2004.08 월","109",
"중화학공업","수출전망BSI 2)","2004.09 월","113",
"중화학공업","수출전망BSI 2)","2004.10 월","111",
"중화학공업","수출전망BSI 2)","2004.11 월","113",
"중화학공업","수출전망BSI 2)","2004.12 월","103",
"중화학공업","수출전망BSI 2)","2005.01 월","100",
"중화학공업","수출전망BSI 2)","2005.02 월","96",
"중화학공업","수출전망BSI 2)","2005.03 월","109",
"중화학공업","수출전망BSI 2)","2005.04 월","106",
"중화학공업","수출전망BSI 2)","2005.05 월","110",
"중화학공업","수출전망BSI 2)","2005.06 월","102",
"중화학공업","수출전망BSI 2)","2005.07 월","103",
"중화학공업","수출전망BSI 2)","2005.08 월","99",
"중화학공업","수출전망BSI 2)","2005.09 월","106",
"중화학공업","수출전망BSI 2)","2005.10 월","104",
"중화학공업","수출전망BSI 2)","2005.11 월","104",
"중화학공업","수출전망BSI 2)","2005.12 월","108",
"중화학공업","수출전망BSI 2)","2006.01 월","108",
"중화학공업","수출전망BSI 2)","2006.02 월","109",
"중화학공업","수출전망BSI 2)","2006.03 월","111",
"중화학공업","수출전망BSI 2)","2006.04 월","112",
"중화학공업","수출전망BSI 2)","2006.05 월","114",
"중화학공업","수출전망BSI 2)","2006.06 월","105",
"중화학공업","수출전망BSI 2)","2006.07 월","103",
"중화학공업","수출전망BSI 2)","2006.08 월","103",
"중화학공업","수출전망BSI 2)","2006.09 월","109",
"중화학공업","수출전망BSI 2)","2006.10 월","108",
"중화학공업","수출전망BSI 2)","2006.11 월","110",
"중화학공업","수출전망BSI 2)","2006.12 월","106",
"중화학공업","수출전망BSI 2)","2007.01 월","102",
"중화학공업","수출전망BSI 2)","2007.02 월","104",
"중화학공업","수출전망BSI 2)","2007.03 월","110",
"중화학공업","수출전망BSI 2)","2007.04 월","111",
"중화학공업","수출전망BSI 2)","2007.05 월","112",
"중화학공업","수출전망BSI 2)","2007.06 월","112",
"중화학공업","수출전망BSI 2)","2007.07 월","109",
"중화학공업","수출전망BSI 2)","2007.08 월","106",
"중화학공업","수출전망BSI 2)","2007.09 월","112",
"중화학공업","수출전망BSI 2)","2007.10 월","108",
"중화학공업","수출전망BSI 2)","2007.11 월","112",
"중화학공업","수출전망BSI 2)","2007.12 월","109",
"중화학공업","수출전망BSI 2)","2008.01 월","109",
"중화학공업","수출전망BSI 2)","2008.02 월","106",
"중화학공업","수출전망BSI 2)","2008.03 월","108",
"중화학공업","수출전망BSI 2)","2008.04 월","109",
"중화학공업","수출전망BSI 2)","2008.05 월","119",
"중화학공업","수출전망BSI 2)","2008.06 월","117",
"중화학공업","수출전망BSI 2)","2008.07 월","113",
"중화학공업","수출전망BSI 2)","2008.08 월","110",
"중화학공업","수출전망BSI 2)","2008.09 월","108",
"중화학공업","수출전망BSI 2)","2008.10 월","106",
"중화학공업","수출전망BSI 2)","2008.11 월","96",
"중화학공업","수출전망BSI 2)","2008.12 월","76",
"중화학공업","수출전망BSI 2)","2009.01 월","57",
"중화학공업","수출전망BSI 2)","2009.02 월","59",
"중화학공업","수출전망BSI 2)","2009.03 월","57",
"중화학공업","수출전망BSI 2)","2009.04 월","67",
"중화학공업","수출전망BSI 2)","2009.05 월","75",
"중화학공업","수출전망BSI 2)","2009.06 월","82",
"중화학공업","수출전망BSI 2)","2009.07 월","84",
"중화학공업","수출전망BSI 2)","2009.08 월","85",
"중화학공업","수출전망BSI 2)","2009.09 월","99",
"중화학공업","수출전망BSI 2)","2009.10 월","101",
"중화학공업","수출전망BSI 2)","2009.11 월","98",
"중화학공업","수출전망BSI 2)","2009.12 월","98",
"중화학공업","수출전망BSI 2)","2010.01 월","103",
"중화학공업","수출전망BSI 2)","2010.02 월","109",
"중화학공업","수출전망BSI 2)","2010.03 월","114",
"중화학공업","수출전망BSI 2)","2010.04 월","113",
"중화학공업","수출전망BSI 2)","2010.05 월","115",
"중화학공업","수출전망BSI 2)","2010.06 월","117",
"중화학공업","수출전망BSI 2)","2010.07 월","114",
"중화학공업","수출전망BSI 2)","2010.08 월","113",
"중화학공업","수출전망BSI 2)","2010.09 월","119",
"중화학공업","수출전망BSI 2)","2010.10 월","117",
"중화학공업","수출전망BSI 2)","2010.11 월","108",
"중화학공업","수출전망BSI 2)","2010.12 월","109",
"중화학공업","수출전망BSI 2)","2011.01 월","106",
"중화학공업","수출전망BSI 2)","2011.02 월","109",
"중화학공업","수출전망BSI 2)","2011.03 월","115",
"중화학공업","수출전망BSI 2)","2011.04 월","111",
"중화학공업","수출전망BSI 2)","2011.05 월","113",
"중화학공업","수출전망BSI 2)","2011.06 월","114",
"중화학공업","수출전망BSI 2)","2011.07 월","107",
"중화학공업","수출전망BSI 2)","2011.08 월","106",
"중화학공업","수출전망BSI 2)","2011.09 월","104",
"중화학공업","수출전망BSI 2)","2011.10 월","102",
"중화학공업","수출전망BSI 2)","2011.11 월","101",
"중화학공업","수출전망BSI 2)","2011.12 월","98",
"중화학공업","수출전망BSI 2)","2012.01 월","93",
"중화학공업","수출전망BSI 2)","2012.02 월","95",
"중화학공업","수출전망BSI 2)","2012.03 월","100",
"중화학공업","수출전망BSI 2)","2012.04 월","101",
"중화학공업","수출전망BSI 2)","2012.05 월","102",
"중화학공업","수출전망BSI 2)","2012.06 월","99",
"중화학공업","수출전망BSI 2)","2012.07 월","96",
"중화학공업","수출전망BSI 2)","2012.08 월","93",
"중화학공업","수출전망BSI 2)","2012.09 월","92",
"중화학공업","수출전망BSI 2)","2012.10 월","87",
"중화학공업","수출전망BSI 2)","2012.11 월","87",
"중화학공업","수출전망BSI 2)","2012.12 월","84",
"중화학공업","수출전망BSI 2)","2013.01 월","87",
"중화학공업","수출전망BSI 2)","2013.02 월","83",
"중화학공업","수출전망BSI 2)","2013.03 월","92",
"중화학공업","수출전망BSI 2)","2013.04 월","98",
"중화학공업","수출전망BSI 2)","2013.05 월","97",
"중화학공업","수출전망BSI 2)","2013.06 월","94",
"중화학공업","수출전망BSI 2)","2013.07 월","95",
"중화학공업","수출전망BSI 2)","2013.08 월","96",
"중화학공업","수출전망BSI 2)","2013.09 월","90",
"중화학공업","수출전망BSI 2)","2013.10 월","95",
"중화학공업","수출전망BSI 2)","2013.11 월","96",
"중화학공업","수출전망BSI 2)","2013.12 월","93",
"중화학공업","수출전망BSI 2)","2014.01 월","94",
"중화학공업","수출전망BSI 2)","2014.02 월","97",
"중화학공업","수출전망BSI 2)","2014.03 월","94",
"중화학공업","수출전망BSI 2)","2014.04 월","98",
"중화학공업","수출전망BSI 2)","2014.05 월","96",
"중화학공업","수출전망BSI 2)","2014.06 월","95",
"중화학공업","수출전망BSI 2)","2014.07 월","90",
"중화학공업","수출전망BSI 2)","2014.08 월","88",
"중화학공업","수출전망BSI 2)","2014.09 월","89",
"중화학공업","수출전망BSI 2)","2014.10 월","87",
"중화학공업","수출전망BSI 2)","2014.11 월","89",
"중화학공업","수출전망BSI 2)","2014.12 월","88",
"중화학공업","수출전망BSI 2)","2015.01 월","91",
"중화학공업","수출전망BSI 2)","2015.02 월","91",
"중화학공업","수출전망BSI 2)","2015.03 월","101",
"중화학공업","수출전망BSI 2)","2015.04 월","99",
"중화학공업","수출전망BSI 2)","2015.05 월","101",
"중화학공업","수출전망BSI 2)","2015.06 월","89",
"중화학공업","수출전망BSI 2)","2015.07 월","83",
"중화학공업","수출전망BSI 2)","2015.08 월","79",
"중화학공업","수출전망BSI 2)","2015.09 월","83",
"중화학공업","수출전망BSI 2)","2015.10 월","85",
"중화학공업","수출전망BSI 2)","2015.11 월","80",
"중화학공업","수출전망BSI 2)","2015.12 월","81",
"중화학공업","수출전망BSI 2)","2016.01 월","78",
"중화학공업","수출전망BSI 2)","2016.02 월","82",
"중화학공업","수출전망BSI 2)","2016.03 월","81",
"중화학공업","수출전망BSI 2)","2016.04 월","83",
"중화학공업","수출전망BSI 2)","2016.05 월","88",
"중화학공업","수출전망BSI 2)","2016.06 월","85",
"중화학공업","수출전망BSI 2)","2016.07 월","87",
"중화학공업","수출전망BSI 2)","2016.08 월","86",
"중화학공업","수출전망BSI 2)","2016.09 월","87",
"중화학공업","수출전망BSI 2)","2016.10 월","86",
"중화학공업","수출전망BSI 2)","2016.11 월","84",
"중화학공업","수출전망BSI 2)","2016.12 월","89",
"중화학공업","수출전망BSI 2)","2017.01 월","89",
"중화학공업","수출전망BSI 2)","2017.02 월","91",
"중화학공업","수출전망BSI 2)","2017.03 월","95",
"중화학공업","수출전망BSI 2)","2017.04 월","95",
"중화학공업","수출전망BSI 2)","2017.05 월","96",
"중화학공업","수출전망BSI 2)","2017.06 월","92",
"중화학공업","수출전망BSI 2)","2017.07 월","90",
"중화학공업","수출전망BSI 2)","2017.08 월","90",
"중화학공업","수출전망BSI 2)","2017.09 월","89",
"중화학공업","수출전망BSI 2)","2017.10 월","90",
"중화학공업","수출전망BSI 2)","2017.11 월","95",
"중화학공업","수출전망BSI 2)","2017.12 월","91",
"중화학공업","수출전망BSI 2)","2018.01 월","96",
"중화학공업","수출전망BSI 2)","2018.02 월","92",
"중화학공업","수출전망BSI 2)","2018.03 월","92",
"중화학공업","수출전망BSI 2)","2018.04 월","85",
"중화학공업","수출전망BSI 2)","2018.05 월","91",
"중화학공업","수출전망BSI 2)","2018.06 월","91",
"중화학공업","수출전망BSI 2)","2018.07 월","92",
"중화학공업","수출전망BSI 2)","2018.08 월","89",
"중화학공업","수출전망BSI 2)","2018.09 월","93",
"중화학공업","수출전망BSI 2)","2018.10 월","94",
"중화학공업","수출전망BSI 2)","2018.11 월","88",
"중화학공업","수출전망BSI 2)","2018.12 월","89",
"중화학공업","수출전망BSI 2)","2019.01 월","89",
"중화학공업","수출전망BSI 2)","2019.02 월","86",
"중화학공업","수출전망BSI 2)","2019.03 월","90",
"중화학공업","수출전망BSI 2)","2019.04 월","89",
"중화학공업","수출전망BSI 2)","2019.05 월","91",
"중화학공업","수출전망BSI 2)","2019.06 월","90",
"중화학공업","수출전망BSI 2)","2019.07 월","87",
"중화학공업","수출전망BSI 2)","2019.08 월","85",
"중화학공업","수출전망BSI 2)","2019.09 월","87",
"중화학공업","수출전망BSI 2)","2019.10 월","88",
"중화학공업","수출전망BSI 2)","2019.11 월","85",
"중화학공업","수출전망BSI 2)","2019.12 월","84",
"중화학공업","수출전망BSI 2)","2020.01 월","86",
"중화학공업","수출전망BSI 2)","2020.02 월","90",
"중화학공업","수출전망BSI 2)","2020.03 월","86",
"중화학공업","수출전망BSI 2)","2020.04 월","68",
"중화학공업","수출전망BSI 2)","2020.05 월","59",
"중화학공업","수출전망BSI 2)","2020.06 월","51",
"중화학공업","수출전망BSI 2)","2020.07 월","55",
"중화학공업","수출전망BSI 2)","2020.08 월","64",
"중화학공업","수출전망BSI 2)","2020.09 월","70",
"중화학공업","수출전망BSI 2)","2020.10 월","69",
"중화학공업","수출전망BSI 2)","2020.11 월","83",
"중화학공업","수출전망BSI 2)","2020.12 월","84",
"중화학공업","수출전망BSI 2)","2021.01 월","84",
"중화학공업","수출전망BSI 2)","2021.02 월","92",
"중화학공업","수출전망BSI 2)","2021.03 월","100",
"중화학공업","수출전망BSI 2)","2021.04 월","107",
"중화학공업","수출전망BSI 2)","2021.05 월","117",
"중화학공업","수출전망BSI 2)","2021.06 월","116",
"중화학공업","수출전망BSI 2)","2021.07 월","119",
"중화학공업","수출전망BSI 2)","2021.08 월","118",
"중화학공업","수출전망BSI 2)","2021.09 월","116",
"중화학공업","수출전망BSI 2)","2021.10 월","113",
"중화학공업","수출전망BSI 2)","2021.11 월","109",
"중화학공업","수출전망BSI 2)","2021.12 월","109",
"중화학공업","수출전망BSI 2)","2022.01 월","112",
"중화학공업","수출전망BSI 2)","2022.02 월","109",
"중화학공업","수출전망BSI 2)","2022.03 월","109",
"중화학공업","수출전망BSI 2)","2022.04 월","105",
"중화학공업","수출전망BSI 2)","2022.05 월","109",
"중화학공업","수출전망BSI 2)","2022.06 월","109",
"중화학공업","수출전망BSI 2)","2022.07 월","103",
"중화학공업","수출전망BSI 2)","2022.08 월","101",
"중화학공업","수출전망BSI 2)","2022.09 월","102",
